N°|Nº Expediente|Número de Decreto|Especialista|Contenido|RUC|Razon Social|Fecha de Creación|Hora de Creación|Fecha del Decreto|Fecha De Aprobacion|Hora De Aprobacion|Estado|Ver Decreto|
1598|05102-2019-TCE|534673|Claudia del Pilar Castro Aponte|Remisión a sala - Apercibimiento|Entidad:20166558051POSTOR:10098551161|Entidad:MUNICIPALIDAD PROVINCIAL DE BOLOGNESI - CHIQUIAN POSTOR:LARA MARQUEZ MANUEL ALBERTO|17/01/2024|11:21:16|17/01/2024|22/01/2024|13:08:38|APROBADO|534673 Ver...|
1599|00185-2024-TCE|534674|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20538298485Impugnate:20197705249|Entidad:CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD Impugnate:UNILENE S.A.C.|17/01/2024|11:24:19|17/01/2024|17/01/2024|16:16:18|APROBADO|534674 Ver...|
1600|00993-2023-TCE|534675|Claudia del Pilar Castro Aponte|Remisión a sala - Apercibimiento|Entidad:20530688390POSTOR:10155953611|Entidad:GOBIERNO REGIONAL DE LIMA SEDE CENTRAL POSTOR:BAUTISTA CANO DANIEL ALEJANDRO|17/01/2024|11:30:12|17/01/2024|22/01/2024|12:59:33|APROBADO|534675 Ver...|
1601|00998-2023-TCE|534676|Claudia del Pilar Castro Aponte|Remisión a sala - Apercibimiento|Entidad:20530688390POSTOR:10155953611|Entidad:GOBIERNO REGIONAL DE LIMA SEDE CENTRAL POSTOR:BAUTISTA CANO DANIEL ALEJANDRO|17/01/2024|11:39:09|17/01/2024|22/01/2024|13:06:18|APROBADO|534676 Ver...|
1602|00188-2024-TCE|534677|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20131369558Impugnate:20261295246|Entidad:MUNICIPALIDAD PROVINCIAL DEL CALLAO Impugnate:FM CONTRATISTAS GENERALES S.R.L|17/01/2024|11:41:25|17/01/2024|17/01/2024|16:16:30|APROBADO|534677 Ver...|
1603|05281-2019-TCE|534678|Luz Carolina Santillan Collantes|Sobrecártese|Entidad:20216072155POSTOR:20519236771,20544769228|Entidad:ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES POSTOR:KSTORAGE S.R.L.,IBERCONTROL PERU S.A.C|17/01/2024|11:44:05|17/01/2024|17/01/2024|16:52:25|APROBADO|534678 Ver...|
1604|01035-2023-TCE|534679|Claudia del Pilar Castro Aponte|Previamente|Entidad:20200712146POSTOR:10418820131|Entidad:MUNICIPALIDAD DISTRITAL DE ASILLO POSTOR:CUTISACA TURPO JUAN CARLOS|17/01/2024|11:46:40|17/01/2024|||PENDIENTE|534679 Ver...|
1605|01826-2022-TCE|534680|Luciana Beatriz Huilca Medina|Sobrecártese|Entidad:20485931199POSTOR:10425207020|Entidad:POLICÍA NACIONAL DEL PERÚ - VIII DIRECCIÓN TERRITORIAL HUANCAYO POSTOR:RIVADENEYRA ROMERO ANGELA VERONICA|17/01/2024|11:48:36|17/01/2024|19/01/2024|08:34:58|APROBADO|534680 Ver...|
1606|03490-2021-TCE|534681|Luciana Beatriz Huilca Medina|Sobrecártese|Entidad:20552196725POSTOR:20501887286|Entidad:INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA POSTOR:DIAGNOSTICA PERUANA S.A.C.|17/01/2024|11:52:00|17/01/2024|19/01/2024|08:59:12|APROBADO|534681 Ver...|
1607|03292-2021-TCE|534682|Ania Melgar Salazar|Sobrecártese|Entidad:20172155317POSTOR:20602975071|Entidad:HOSPITAL HERMILIO VALDIZAN POSTOR:CORPORACION SEGURIDAD BEREAN S.A.C.|17/01/2024|11:55:32|17/01/2024|17/01/2024|16:27:33|APROBADO|534682 Ver...|
1608|00189-2024-TCE|534683|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20223149635Impugnate:20377339461|Entidad:GOBIERNO REGIONAL DE LA LIBERTAD - HOSPITAL REGIONAL DOCENTE DE TRUJILLO Impugnate:B.BRAUN MEDICAL PERU S.A.|17/01/2024|12:05:25|17/01/2024|17/01/2024|16:16:40|APROBADO|534683 Ver...|
1609|03910-2022-TCE|534684|Luz Carolina Santillan Collantes|Inicio del procedimiento sancionador|Entidad:20600927818POSTOR:20565661559|Entidad:CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS POSTOR:DOMINIC LOGISTIC E.I.R.L.|17/01/2024|12:08:22|17/01/2024|23/01/2024|08:43:54|APROBADO|534684 Ver...|
1610|00995-2023-TCE|534685|Claudia del Pilar Castro Aponte|Remisión a sala - Apercibimiento|Entidad:20530688390POSTOR:10155953611|Entidad:GOBIERNO REGIONAL DE LIMA SEDE CENTRAL POSTOR:BAUTISTA CANO DANIEL ALEJANDRO|17/01/2024|12:14:28|17/01/2024|22/01/2024|13:01:54|APROBADO|534685 Ver...|
1611|08363-2021-TCE|534686|Ania Melgar Salazar|Sobrecártese|Entidad:20100152356POSTOR:20359123630,20486094495|Entidad:SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL POSTOR:CONSORCIO JEKAFE: CANVAR CONSTRUCTORA E INMOBILIARIA EIRL,CONSORCIO JEKAFE: JEKA SERVICIOS GENERALES EIRL|17/01/2024|12:14:37|17/01/2024|17/01/2024|17:01:39|APROBADO|534686 Ver...|
1612|00294-2023-TCE|534687|Luz Carolina Santillan Collantes|Remisión a sala - Apercibimiento|Entidad:20274697793POSTOR:20607148971|Entidad:GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE PATAZ POSTOR:PRISMA CONSTRUCTORA CONSULTORA Y SERVICIOS GENERALES E.I.R.L.|17/01/2024|12:15:25|17/01/2024|23/01/2024|08:47:18|APROBADO|534687 Ver...|
1613|00577-2023-TCE|534688|Luz Carolina Santillan Collantes|Remisión a sala - Descargos|Entidad:20131372931POSTOR:10403861109|Entidad:MINISTERIO DE DESARROLLO AGRARIO Y RIEGO POSTOR:MONROY ALVARO MERCEDES ESTELA|17/01/2024|12:18:44|17/01/2024|23/01/2024|08:48:36|APROBADO|534688 Ver...|
1614|00663-2023-TCE|534689|Luz Carolina Santillan Collantes|Remisión a sala - Descargos|Entidad:20131312955POSTOR:20603376685|Entidad:SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT POSTOR:CONSTRUCTORA LIDER INGENIERO CONTRATISTA GENERALES E.I.R.L.|17/01/2024|12:21:39|17/01/2024|23/01/2024|08:49:46|APROBADO|534689 Ver...|
1615|00192-2024-TCE|534690|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20538298485Impugnate:20607779695|Entidad:CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD Impugnate:CHAPOMEDIC S.A.C.|17/01/2024|12:28:19|17/01/2024|17/01/2024|16:16:53|APROBADO|534690 Ver...|
1616|02106-2015-TCE|534691|Dina Araceli Nohua Chaparro|Sobrecártese|Entidad:001784,25451551231POSTOR:10181980457,20531309091,20531408315,20531549997|Entidad:MUNICIPALIDAD PROVINCIAL DE RIOJA,MUNICIPALIDAD PROVINCIAL DE RIOJA POSTOR:PAREDES ROMAN ERICK EDWARD,CLASILL CONTRATISTAS GENERALES S.A.C.,BRICKS Y CONCRET CONTRATISTAS GENERALES S.A.C.,C & R INVERSIONES GENERALES S.A.C.|17/01/2024|12:33:57|17/01/2024|19/01/2024|09:11:44|APROBADO|534691 Ver...|
1617|03867-2022-TCE|534692|Luz Carolina Santillan Collantes|Remisión a sala - Apercibimiento|Entidad:20600927818POSTOR:10432142596|Entidad:CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS POSTOR:JARAMILLO LOPEZ DE ESPINOZA NINFA MARIA|17/01/2024|12:38:42|17/01/2024|23/01/2024|08:50:47|APROBADO|534692 Ver...|
1618|01134-2019-TCE|534693|Marlene Violeta Vilca Alvarado|Remisión a sala - Apercibimiento|Entidad:20144329148POSTOR:20503722519|Entidad:INSTITUTO NACIONAL MATERNO PERINATAL POSTOR:ASCENSORES VEA S.A.C.|17/01/2024|12:46:49|17/01/2024|||PENDIENTE|534693 Ver...|
1619|00233-2024-TCE|534694|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20177217043Impugnate:10327971706|Entidad:MUNICIPALIDAD PROVINCIAL DEL CUSCO Impugnate:LIMA LEANDRES JUAN CARLOS|17/01/2024|12:47:16|17/01/2024|17/01/2024|16:17:05|APROBADO|534694 Ver...|
1620|03056-2013-TC|534695|Isabel Alejandra Melgar Romani|Sobrecártese|Entidad:12255654,200030,42579385,5555POSTOR:20123684886,22222222222,45621793|Entidad:TITULAR DE LA ENTIDAD: GOBIERNO REGIONAL DE LIMA SEDE CENTRAL ,GOBIERNO REGIONAL DE LIMA SEDE CENTRAL,GOBIERNO REGIONAL DE LIMA-SEDE CENTRAL,ORGANO DE CONTROL INSITUTCIONAL - GOBIERNO REGIONAL DE LIMA POSTOR:R.M.C. CONTRATISTAS GENERALES S.A.C. INTEGRANTE DEL CONSORCIO LIMA,CONSTRUCCIONES METALICAS Y CIVILES S.A.C INTEGRANTE DEL CONSORCIO LIMA,R.M.C. CONTRATISTAS GENERALES S.A.C. INTEGRANTE DEL CONSORCIO LIMA|17/01/2024|12:52:43|17/01/2024|19/01/2024|09:28:25|APROBADO|534695 Ver...|
1621|08392-2022-TCE|534696|Carla Pinedo Prentice|Reconsideración|Entidad:20131373237POSTOR:20512709088|Entidad:MINISTERIO DE SALUD POSTOR:CARDIOPULMONARY CARE SOCIEDAD ANONIMA CERRADA|17/01/2024|12:54:48|17/01/2024|17/01/2024|18:43:32|APROBADO|534696 Ver...|
1621|08392-2022-TCE|534696|Carla Pinedo Prentice|Reconsideración|Entidad:20131373237POSTOR:20512709088|Entidad:MINISTERIO DE SALUD POSTOR:CARDIOPULMONARY CARE SOCIEDAD ANONIMA CERRADA|17/01/2024|12:54:48|17/01/2024|17/01/2024|18:43:32|APROBADO|534696 Ver...|
1622|11828-2023-TCE|534697|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20129646099Impugnate:20507852549|Entidad:EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD DEL CENTRO SA ELECTROCENTRO S.A. Impugnate:SODEXO PASS PERU S.A.C.|17/01/2024|13:14:33|17/01/2024|17/01/2024|18:43:23|APROBADO|534697 Ver...|
1623|11964-2023-TCE|534698|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20368105563Impugnate:20527236801|Entidad:MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - ICA Impugnate:A & R CONSULTORES GENERALES SOCIEDAD ANONIMA CERRADA|17/01/2024|13:21:46|17/01/2024|17/01/2024|18:43:15|APROBADO|534698 Ver...|
1624|12122-2023-TCE|534699|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20503503639Impugnate:20556295281|Entidad:MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL) Impugnate:CONSORCIO PIURA, conformado por las empresas TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU y ROVELLA CARRANZA S.A. SUCURSAL|17/01/2024|13:25:42|17/01/2024|17/01/2024|18:43:05|APROBADO|534699 Ver...|
1625|11781-2023-TCE|534700|Carla Pinedo Prentice|Déjese a consideración de la Sala|Entidad:20489250731Impugnate:10200610852|Entidad:GOBIERNO REGIONAL DE HUANUCO SEDE CENTRAL Impugnate:ROJAS BRUNO ROSARIO MIRTHA|17/01/2024|13:30:03|17/01/2024|17/01/2024|18:42:55|APROBADO|534700 Ver...|
1626|11807-2023-TCE|534701|Carla Pinedo Prentice|Apersonamiento de tercero|Entidad:20218911189Impugnate:20604537372|Entidad:GOBIERNO REGIONAL DE LA LIBERTAD - DIRECCIÓN REGIONAL DE SALUD LA LIBERTAD Impugnate:NOVAMED PERU S.A.C.|17/01/2024|13:40:54|17/01/2024|17/01/2024|18:42:48|APROBADO|534701 Ver...|
1627|12122-2023-TCE|534702|Carla Pinedo Prentice|Audiencia pública|Entidad:20503503639Impugnate:20556295281|Entidad:MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL) Impugnate:CONSORCIO PIURA, conformado por las empresas TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU y ROVELLA CARRANZA S.A. SUCURSAL|17/01/2024|14:25:15|17/01/2024|17/01/2024|18:42:36|APROBADO|534702 Ver...|
1628|12088-2023-TCE|534703|Carla Pinedo Prentice|Audiencia pública|Entidad:20223020438Impugnate:20571235839|Entidad:MUNICIPALIDAD DISTRITAL DE CASHAPAMPA Impugnate:HCV EDIFICACIONES PROYECTOS E INVERSIONES E.I.R.L.|17/01/2024|14:34:05|17/01/2024|17/01/2024|18:42:25|APROBADO|534703 Ver...|
1629|00661-2019-TCE|534704|Marlene Violeta Vilca Alvarado|Sobrecártese|Entidad:20220897908POSTOR:20393252171,20493848829|Entidad:MUNICIPALIDAD DISTRITAL EL TIGRE POSTOR:HURACAN INVERSIONES E.I.R.L.,H & A INGENIEROS CONSULTORES Y CONSTRUCTORES E.I.R.L.|17/01/2024|14:43:19|17/01/2024|17/01/2024|15:30:41|APROBADO|534704 Ver...|
1630|11403-2023-TCE|534705|Edgard Enrique Cabezas Davila|Resolución|Entidad:20131257750Impugnate:20604491909|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CONSORCIO CONTRATISTAS TACNA, conformado por las empresas SERVICIOS Y PRODUCTOS MULTIPLES INDUSTRIALES E.I.R.L. - SERPRO|17/01/2024|14:52:53|17/01/2024|17/01/2024|14:54:31|APROBADO|534705 Ver...|
1631|08491-2022-TCE|534706|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20170040695POSTOR:10460640755|Entidad:MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE POSTOR:MUJICA HUACCHA MIGUEL JOSSIMAR|17/01/2024|14:57:01|17/01/2024|17/01/2024|18:42:16|APROBADO|534706 Ver...|
1632|06811-2021-TCE|534707|Carla Pinedo Prentice|Dejese sin efecto la remisión a sala|Entidad:20132023540POSTOR:20532042365|Entidad:EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRO NOR MEDIO SA HIDRANDINA POSTOR:NEGOCIOS E INVERSIONES DYLAN S.A.C.|17/01/2024|15:00:56|17/01/2024|17/01/2024|18:42:04|APROBADO|534707 Ver...|
1633|09534-2022-TCE|534708|Edgard Enrique Cabezas Davila|Resolución|Entidad:20116544289POSTOR:20448297382|Entidad:EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ELECTRICIDAD ELECTRO SUR ESTE S.A.A. POSTOR:GROUP PROYECT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|17/01/2024|15:02:18|17/01/2024|17/01/2024|15:03:14|APROBADO|534708 Ver...|
1634|11912-2023-TCE|534709|Carla Pinedo Prentice|Listo para resolver|Entidad:20131257750Impugnate:20512747176|Entidad:SEGURO SOCIAL DE SALUD Impugnate:CORPORACION NET COM SOCIEDAD ANONIMA CERRADA|17/01/2024|15:02:39|17/01/2024|17/01/2024|18:41:55|APROBADO|534709 Ver...|
1635|01313-2022-TCE|534710|Karmen Giuliana Bustamante Barreto|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20380799643POSTOR:10454472093|Entidad:AGENCIA DE PROMOCION DE LA INVERSION PRIVADA - PROINVERSION POSTOR:PAREDES ACUÑA JUAN ANDRES|17/01/2024|15:03:35|17/01/2024|17/01/2024|19:33:26|APROBADO|534710 Ver...|
1636|11879-2023-TCE|534711|Carla Pinedo Prentice|Listo para resolver|Entidad:20229995759Impugnate:20534534494|Entidad:MUNICIPALIDAD DISTRITAL DE SAN PEDRO - LUCANAS Impugnate:CONSORCIO SAN PEDRO, conformado por las empresas LLIPIAK PART S.R.L. y R & A INGS. CONSTRUCTORES Y CONSULTORES S.A.C.|17/01/2024|15:05:08|17/01/2024|17/01/2024|18:41:47|APROBADO|534711 Ver...|
1637|08577-2021-TCE|534712|Karmen Giuliana Bustamante Barreto|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20489250731POSTOR:20393675480,20555908262|Entidad:GOBIERNO REGIONAL DE HUANUCO SEDE CENTRAL POSTOR:GINNICO INGENIEROS CONTRATISTAS EIRL,CONSTRUCTORA EL GESTOR S.A.C.|17/01/2024|15:06:08|17/01/2024|17/01/2024|19:33:20|APROBADO|534712 Ver...|
1638|08510-2022-TCE|534713|Edgard Enrique Cabezas Davila|Resolución|Entidad:20170040695POSTOR:10460640755|Entidad:MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE POSTOR:MUJICA HUACCHA MIGUEL JOSSIMAR|17/01/2024|15:06:24|17/01/2024|17/01/2024|15:07:54|APROBADO|534713 Ver...|
1639|03891-2017-TCE|534714|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20207553698Impugnate:20487357031|Entidad:PROGRAMA NACIONAL DE SANEAMIENTO URBANO - PNSU Impugnate:R & M BIOCONSTRUCCIONES S.A.C.|17/01/2024|15:08:42|17/01/2024|18/01/2024|10:57:26|APROBADO|534714 Ver...|
1640|10042-2023-TCE|534715|Isabel Alejandra Melgar Romani|Estése a lo dispuesto|Entidad:20306484479Impugnate:20505120451|Entidad:ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI Impugnate:IT STORAGE E.I.R.L.|17/01/2024|15:11:37|17/01/2024|18/01/2024|10:21:29|APROBADO|534715 Ver...|
1641|00976-2023-TCE|534716|Edgard Enrique Cabezas Davila|Notificación a Ministerio Público|Entidad:20146510982POSTOR:10212422229|Entidad:MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO POSTOR:ARIAS DE BONILLA ISABEL JACINTA|17/01/2024|15:12:10|17/01/2024|17/01/2024|15:12:14|APROBADO|534716 Ver...|
1642|12130-2023-TCE|534717|Carla Pinedo Prentice|Audiencia pública|Entidad:20406325815Impugnate:20376801927|Entidad:GOBIERNO REGIONAL DE PUNO SEDE CENTRAL Impugnate:MEDISONIC S.A.C.|17/01/2024|15:12:25|17/01/2024|17/01/2024|18:41:39|APROBADO|534717 Ver...|
1643|11408-2023-TCE|534718|Karmen Giuliana Bustamante Barreto|Tómese conocimiento|Entidad:20162041291Impugnate:20381450377|Entidad:HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA Impugnate:FRESENIUS KABI PERU S.A.|17/01/2024|15:15:01|17/01/2024|17/01/2024|19:33:14|APROBADO|534718 Ver...|
1644|12154-2023-TCE|534719|Carla Pinedo Prentice|Audiencia pública|Entidad:20212824641Impugnate:20531097212|Entidad:MUNICIPALIDAD PROVINCIAL DE MARISCAL LUZURIAGA - PISCOBAMBA Impugnate:CONSORCIO NUEVO AMANECER, conformado por las empresas MARS CONSTRUCTORA S.R.L. y CONSTRUCCIONES E INVERSIONES NUEVO HORI|17/01/2024|15:16:22|17/01/2024|17/01/2024|18:41:20|APROBADO|534719 Ver...|
1645|03291-2019-TCE|534720|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:20514347221POSTOR:20453745482,20550520002,20553736804|Entidad:PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED POSTOR:BBC SERVICIOS DE INGENIERIA S.A.C.,ALVAC S.A. - SUCURSAL DEL PERU,GUAMAR S.A SUCURSAL DEL PERU|17/01/2024|15:16:24|17/01/2024|19/01/2024|08:45:14|APROBADO|534720 Ver...|
1646|10144-2023-TCE|534721|Juan Carlos J Dongo Quijandria|Estése a lo dispuesto|Entidad:20440374248Impugnate:20510849770|Entidad:GOBIERNO REGIONAL DE LA LIBERTAD Sede Central Impugnate:CONSORCIO CONSULTOR JOSE OLAYA, conformado por la empresa CONSULTORA PERUANA DE INGENIERIA S.A.C. y MENDOZA & TAPIA S.A.|17/01/2024|15:18:32|17/01/2024|18/01/2024|19:10:49|APROBADO|534721 Ver...|
1647|11412-2023-TCE|534722|Edgard Enrique Cabezas Davila|Notificación a Mesa de Partes-Inicio de Procedimiento Sancionador|Entidad:20188903488Impugnate:20549823565|Entidad:MUNICIPALIDAD PROVINCIAL DE CARHUAZ Impugnate:JC & ED CONSTRUCTORA S.A.C|17/01/2024|15:18:37|17/01/2024|17/01/2024|15:19:44|APROBADO|534722 Ver...|
1648|11338-2023-TCE|534723|Dina Araceli Nohua Chaparro|Estése a lo dispuesto|Entidad:20137729751Impugnate:20254713423|Entidad:HOSPITAL NACIONAL DOCENTE MADRE NIÑO - SAN BARTOLOME Impugnate:MARKETING MANAGEMENT INTERNATIONAL S.A.C|17/01/2024|15:20:04|17/01/2024|22/01/2024|10:18:38|APROBADO|534723 Ver...|
1649|03397-2018-TCE|534724|Isabel Alejandra Melgar Romani|Tómese conocimiento|Entidad:20514347221POSTOR:20352424570|Entidad:PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED POSTOR:CONTRATISTA ATLAS EIRL|17/01/2024|15:20:13|17/01/2024|18/01/2024|12:06:39|APROBADO|534724 Ver...|
1650|09857-2023-TCE|534725|Isabel Alejandra Melgar Romani|Incumplimiento de requerimiento de Fiscalización Posterior|Entidad:20496934866Impugnate:20600894821|Entidad:MUNICIPALIDAD DISTRITAL DE MAJES - VILLA EL PEDREGAL Impugnate:CONSORCIO VIAL SAN JUAN EL ALTO, conformado por las empresas NXTGEN SOCIEDAD ANONIMA CERRADA y el OBRETECH S.A.C.|17/01/2024|15:23:56|17/01/2024|18/01/2024|10:22:02|APROBADO|534725 Ver...|
1651|08170-2023-TCE|534726|Jocelyne Figueroa Chavez|Estése a lo dispuesto|Entidad:20131365994Impugnate:20529588144|Entidad:INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA Impugnate:BETELPYM & TRANSACCIONES S.R.L.|17/01/2024|15:25:45|17/01/2024|||PENDIENTE|534726 Ver...|
1651|08170-2023-TCE|534726|Jocelyne Figueroa Chavez|Estése a lo dispuesto|Entidad:20131365994Impugnate:20529588144|Entidad:INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA Impugnate:BETELPYM & TRANSACCIONES S.R.L.|17/01/2024|15:25:45|17/01/2024|||PENDIENTE|534726 Ver...|
1652|11469-2023-TCE|534727|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20131257750Impugnate:20101260373|Entidad:SEGURO SOCIAL DE SALUD Impugnate:TECNOFARMA S A|17/01/2024|15:25:50|17/01/2024|17/01/2024|15:25:55|APROBADO|534727 Ver...|
1653|09651-2023-TCE|534728|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:20131378115Impugnate:20516859971|Entidad:MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA Impugnate:CORPORACION ALESVA SAC|17/01/2024|15:33:19|17/01/2024|19/01/2024|11:56:10|APROBADO|534728 Ver...|
1654|04886-2018-TCE|534729|Karmen Giuliana Bustamante Barreto|Tómese conocimiento|Entidad:20453744168POSTOR:10085828130,20600393198|Entidad:GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL POSTOR:FARJE ALVA FERENE,MAXIME CONSULTORES ASOCIADOS S.A.C. - MAXIME S.A.C.|17/01/2024|15:33:30|17/01/2024|17/01/2024|19:33:10|APROBADO|534729 Ver...|
1655|00918-2023-TCE|534730|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20146510982POSTOR:10212422229|Entidad:MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO POSTOR:ARIAS DE BONILLA ISABEL JACINTA|17/01/2024|15:35:16|17/01/2024|17/01/2024|15:35:33|APROBADO|534730 Ver...|
1656|00918-2023-TCE|534731|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20146510982POSTOR:10212422229|Entidad:MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO POSTOR:ARIAS DE BONILLA ISABEL JACINTA|17/01/2024|15:35:29|17/01/2024|17/01/2024|15:35:37|APROBADO|534731 Ver...|
1657|03016-2015-TCE|534732|Karmen Giuliana Bustamante Barreto|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20160388570Impugnate:20521229617|Entidad:HOSPITAL NACIONAL DOS DE MAYO Impugnate:CONSORCIO: CORPORACION VARUM S.A.C., SEIPSA S.A.C. y OPTIMUS SECURITY S.A.C.|17/01/2024|15:39:28|17/01/2024|17/01/2024|19:33:04|APROBADO|534732 Ver...|
1658|03888-2020-TCE|534733|Edgard Enrique Cabezas Davila|Notificación a Oficinas OSCE|Entidad:20131911310POSTOR:20519176263|Entidad:SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD POSTOR:VEOLIA SERVICIOS PERU S.A.C.|17/01/2024|15:40:48|17/01/2024|17/01/2024|15:40:53|APROBADO|534733 Ver...|
1659|12077-2023-TCE|534734|Angie Solis Zevalles|Audiencia pública|Entidad:20163126908Impugnate:20607784877|Entidad:MUNICIPALIDAD DISTRITAL DE SANTO TOMAS - CUTERVO Impugnate:CONSORCIO: CONTRATISTAS GENERALES JAROLD EIRL Y CONSTRUCTORA LUVASCA EIRL|17/01/2024|15:42:18|17/01/2024|17/01/2024|18:29:21|APROBADO|534734 Ver...|
1660|04551-2019-TCE|534735|Jocelyne Figueroa Chavez|Estése a lo dispuesto|Entidad:20519752604POSTOR:20498506543|Entidad:GOBIERNO REGIONAL DE MOQUEGUA SEDE CENTRAL POSTOR:TRANSPORTES Y SERVICIOS SAN ANTONIO S.R.L.|17/01/2024|15:43:26|17/01/2024|18/01/2024|10:19:26|APROBADO|534735 Ver...|
1661|11338-2023-TCE|534736|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20137729751Impugnate:20254713423|Entidad:HOSPITAL NACIONAL DOCENTE MADRE NIÑO - SAN BARTOLOME Impugnate:MARKETING MANAGEMENT INTERNATIONAL S.A.C|17/01/2024|15:45:59|17/01/2024|17/01/2024|15:46:31|APROBADO|534736 Ver...|
1662|04227-2018-TCE|534737|Juan Carlos J Dongo Quijandria|Estése a lo dispuesto|Entidad:20131370301POSTOR:10093901491|Entidad:MINISTERIO PUBLICO POSTOR:FALEN CERECEDA LUIS ALBERTO|17/01/2024|15:46:24|17/01/2024|18/01/2024|19:07:46|APROBADO|534737 Ver...|
1663|11338-2023-TCE|534738|Edgard Enrique Cabezas Davila|Notificación al Organo de Control Institucional|Entidad:20137729751Impugnate:20254713423|Entidad:HOSPITAL NACIONAL DOCENTE MADRE NIÑO - SAN BARTOLOME Impugnate:MARKETING MANAGEMENT INTERNATIONAL S.A.C|17/01/2024|15:46:24|17/01/2024|17/01/2024|15:46:35|APROBADO|534738 Ver...|
1664|11660-2023-TCE|534739|Angie Solis Zevalles|Déjese a consideración de la Sala|Entidad:20146045881Impugnate:20544150104|Entidad:GOBIERNO REGIONAL DE HUANUCO - DIRECCIÓN REGIONAL DE SALUD - HUANUCO Impugnate:MEDICAL ISVIL S.A.C.|17/01/2024|15:51:23|17/01/2024|17/01/2024|18:29:51|APROBADO|534739 Ver...|
1665|08084-2022-TCE|534740|Edgard Enrique Cabezas Davila|Notificación al Titular de la Entidad|Entidad:20604932964POSTOR:10105064310|Entidad:AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO - ATU POSTOR:CARRERA TRUJILLO RICHARD VICTOR|17/01/2024|15:52:43|17/01/2024|17/01/2024|15:53:04|APROBADO|534740 Ver...|
